id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,averageRating,ratingsCount,language,isbn10,isbn13,thumbnail,previewLink,infoLink
CX4zAAAAQBAJ,The Knight of the Swords,,Michael Moorcock,Hachette UK,2013-08-22,"The Hand of Kwll and the Eye of Rhynn in exchange for the Heart of Airioch. There were Gods abroad in the old days. It was their whim to wipe clean the slate of history, to destroy the old races: the Vadhagh, the Nhadragh, the remnants of still more ancient peoples. Mankind, the Mabden, was their instrument. But the Gods themselves fell out, and Chaos gained the advantage over Law. Onto this stage stepped the Vadhagh Prince Corum. Driven mad for revenge by the callous slaughter of his family and race, and by his own grotesque mutilation at the hands of the Mabden, he agreed to accept, from the treacherous sorcerer Shool, the Eye of Rhynn and the Hand of Kwll in exchange for a lien on his soul. Thus armed he set out upon a personal crusade against the Sword Rulers: the Lords of Chaos and puppetmasters to Man. The first of these was the loathsome Arioch, Knight of the Swords, master of five of the fifteen planes of reality. From Arioch, Prince Corum required his heart...",156.0,Fiction,,,en,057510936X,9780575109360,http://books.google.com/books/content?id=CX4zAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=CX4zAAAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=128&source=gbs_api,https://play.google.com/store/books/details?id=CX4zAAAAQBAJ&source=gbs_api
qVICAAAACAAJ,More Fantasy Art Masters,The Best Fantasy and Science Fiction Artists Show how They Work,Dick Jude,,2003,"Here is a magnificent showcase of the very best fantasy artists, enhanced by fascinating interviews.",0.0,Fantasy in art,,,en,0823031276,9780823031276,http://books.google.com/books/content?id=qVICAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=qVICAAAACAAJ&dq=fantasy&hl=&cd=129&source=gbs_api,http://books.google.co.in/books?id=qVICAAAACAAJ&dq=fantasy&hl=&source=gbs_api
UkqtAAAACAAJ,The Power of Fantasy,Where Our Daydreams Come from and how They Can Help Or Harm Us,"Lucy Freeman, Kerstin Kupfermann",Burns & Oates,1988,"Explores the roles of daydreams and unconscious fantasies in everyday life, detailing how they can be used to unleash creativity or how they can cripple one emotionally",210.0,Psychology,,,en,0826404103,9780826404107,,http://books.google.co.in/books?id=UkqtAAAACAAJ&dq=fantasy&hl=&cd=130&source=gbs_api,http://books.google.co.in/books?id=UkqtAAAACAAJ&dq=fantasy&hl=&source=gbs_api
8H9DzQEACAAJ,Springhatch: A Tale of Fantasy and Magic,,Wilson K. L. Sarah,Bridge of Legends,2020-03-15,"What if the only way to win is to die? A fresh new series from USA Today bestselling author Sarah K. L. Wilson. With the new revelations Marielle and Tamerlan learned in the mountain city, their way forward seems clear - or is it? Because the only way to defeat the Legends is to destroy them all. And some of them are living inside Tamerlan. As they race to save their world, both Marielle and Tamerlan are haunted by the suspicion that the only way to destroy the Legends forever might be through their own deaths. Can they find some other way to free their people from the clutches of ancient magic? Springhatch is the final book of the Bridge of Legends Series - a fresh new series presented by USA Today Bestselling author Sarah K. L. Wilson. Leap into the gripping epic fantasy story of dragons, Legends, and misused power, that readers are calling ""addictive"" when you click to start reading today! Please Note: This series is intended for older young adults 16+ due to dark themes and violence.",304.0,Young Adult Fiction,,,en,1999287231,9781999287238,http://books.google.com/books/content?id=8H9DzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=8H9DzQEACAAJ&dq=fantasy&hl=&cd=132&source=gbs_api,http://books.google.co.in/books?id=8H9DzQEACAAJ&dq=fantasy&hl=&source=gbs_api
8VZUrgEACAAJ,Omega,An Urban Fantasy Novel,Sara Marie Reine,Createspace Independent Publishing Platform,2015-03-18,"""Ten years ago, Deirdre Tombs died. When she was reborn the next day, Deirdre had become a shapeshifter who can't shift shapes. Nobody knows what animal she's supposed to be. She's definitely not a werewolf. The Alpha, Rylie Gresham, can't force her to transform like other members of her pack. Now Deirdre is considered an omega, the weakest shapeshifter in the pack--a vulnerable position when Everton Stark demands tribute from Rylie. He wants to be the dominant Alpha. The only Alpha. And he plans to make her pack submit whether they want to or not. Stark can make every shapeshifter obey him by force of will alone. Every shapeshifter except Dierdre. The shifter who can't shift is the only hope for Rylie to win the war against Stark. It will take everything Deirdre has to survive undercover in his den. But can an omega's will be stronger than that of a charismatic, deadly Alpha like Everton Stark?""--Page 4 of cover.",0.0,Paranormal romance stories,,,en,1508704376,9781508704379,http://books.google.com/books/content?id=8VZUrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=8VZUrgEACAAJ&dq=fantasy&hl=&cd=135&source=gbs_api,http://books.google.co.in/books?id=8VZUrgEACAAJ&dq=fantasy&hl=&source=gbs_api
uQs3AgAAQBAJ,The Jewel In The Skull,,Michael Moorcock,Hachette UK,2013-12-19,"Dorian Hawkmoon, the last Duke of Koln, swore to destroy the Dark Empire of Granbretan. But after his defeat and capture at the hands of the vast forces of the Empire, Hawkmoon becomes a puppet, co-opted by his arch nemesis, the ruthless Baron Meliadus, to infiltrate the last stronghold of rebellion against Granbretan: the small but powerful city of the Kamarg. He has been implanted with a black jewel, through which the Dark Empire can control his every decision. But in the stronghold of the Kamarg, Hawkmoon discovers the power inside him to overcome any control, and his vengeance against the Dark Empire is filled with an unrelenting fury.",148.0,Fiction,,,en,057510970X,9780575109704,http://books.google.com/books/content?id=uQs3AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=uQs3AgAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=136&source=gbs_api,https://play.google.com/store/books/details?id=uQs3AgAAQBAJ&source=gbs_api
SQJ6DwAAQBAJ,"Fantasy, Politics, Postmodernity","Pratchett, Pullman, Miéville and Stories of the Eye",Andrew Rayment,Rodopi,2014-01-01,"“The books are true while reality is lying...” Championing the popular Fantasy genre on the same terms as its readers, Rayment casts a critical eye over the substance and methods of political critique in the Fantasy novels of Terry Pratchett, Philip Pullman and China Miéville. Ranging across subjects as diverse as exquisite fundamentalism and revolutionary trains, encountering pervert-priests, dwarf hermaphrodites and sex-scarred lovers and pondering the homicidal tendencies of fairy tales and opera, Fantasy, Politics, Postmodernity develops a theoretically wide-ranging and illuminating account of how the novels of these writers do and do not sustain politically insightful critique of the real world, while bringing intellectual and ethical concerns to bear on the popular Fantasy form.",277.0,Literary Criticism,,,en,9401211000,9789401211000,http://books.google.com/books/content?id=SQJ6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=SQJ6DwAAQBAJ&dq=fantasy&hl=&cd=138&source=gbs_api,http://books.google.co.in/books?id=SQJ6DwAAQBAJ&dq=fantasy&hl=&source=gbs_api
YlZMEQAAQBAJ,Thief With No Shadow,A Dark Fantasy Romance,Emily Gee,Emily Gee,2007-04-24,"Imagine a world where the ordinary and the extraordinary co-exist, where tall fire-breathing salamanders live alongside men and magic runs in certain bloodlines. Melke is a wraith, able to walk unseen. Feared by all, hunted and hated, she has lost everything—except her younger brother. Now she is forced to do the unthinkable: in exchange for her brother’s life, she must use her magical ability to steal. But Melke’s thieving has devastating consequences and undoing the crime may cost Melke her life. The stolen necklace is deep within a salamander’s den, a place of flame and pain that no thief has ever returned from, and time is running out... “An addictive story…Pleasingly standalone, gorgeously indulgent and hopelessly romantic.” ~SFX Magazine “Intelligent plotting delivers the goods for fantasy fans.” ~Kirkus Reviews “Dark and compelling.” ~Nalini Singh, NYT bestselling author of the Psy-Changeling and Guild Hunter series.",440.0,Fiction,,,en,1067011803,9781067011802,http://books.google.com/books/content?id=YlZMEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=YlZMEQAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=139&source=gbs_api,https://play.google.com/store/books/details?id=YlZMEQAAQBAJ&source=gbs_api
K47wzgEACAAJ,Triumph of the Crown,An Epic Fantasy Novel,Paul J Bennett,Heir to the Crown,2022-02-22,"Weldwyn has fallen, and with it, all hope of peace. They are outnumbered and overwhelmed. All their cunning and experience may not be enough to vanquish the evil threatening to engulf the land.",334.0,,,,en,199007314X,9781990073144,http://books.google.com/books/content?id=K47wzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=K47wzgEACAAJ&dq=fantasy&hl=&cd=161&source=gbs_api,http://books.google.co.in/books?id=K47wzgEACAAJ&dq=fantasy&hl=&source=gbs_api
E0kZvQEACAAJ,Sirius: a Fantasy of Love and Discord: Large Print,,William Olaf Stapledon,,2018-09-27,"Sirius: A Fantasy of Love and Discord: Large Printby William Olaf StapledonSirius is Thomas Trelone's great experiment - a huge, handsome dog with the brain and intelligence of a human being. Raised and educated in Trelone's own family alongside Plaxy, his youngest daughter, Sirius is a truly remarkable and gifted creature. His relationship with the Trelones, particularly with Plaxy, is deep and close, and his inquiring mind ranges across the spectrum of human knowledge and experience. But Sirius isn't human and the conflicts and inner turmoil that torture him cannot be resolved.",178.0,,,,en,1727480694,9781727480696,http://books.google.com/books/content?id=E0kZvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=E0kZvQEACAAJ&dq=fantasy&hl=&cd=162&source=gbs_api,http://books.google.co.in/books?id=E0kZvQEACAAJ&dq=fantasy&hl=&source=gbs_api
FIGKEAAAQBAJ,How to Misunderstand Tolkien,The Critics and the Fantasy Master,Bruno Bacelli,McFarland,2022-09-16,"J.R.R. Tolkien is an author beloved by many, but people forget the hostile reception of his work from several literary critics, who despised (and some who continue to despise) him and his readers. Other intellectuals and critics have a more positive opinion of his work, but some read aspects of his books or his beliefs to fit their own agendas. Over the decades, scholars have claimed that Tolkien represents a myriad of (sometimes contradictory) political positions. Whether these scholars act out of disdain for Tolkien or from a simple misread of his works, the outcome is a muddled distortion of who Tolkien really was. This book peels back the discourse in an attempt to reveal the true nature of an author who so often defies categorization. Using all possible nuance, chapters explore the villains of Lord of the Rings, its female heroines and its moral compass, as well as its definitions of heroism and failure. This book hopes to provide a uniquely accurate and objective assessment of one of the most misunderstood writers of our time.",202.0,Literary Criticism,,,en,1476686947,9781476686943,http://books.google.com/books/content?id=FIGKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.in/books?id=FIGKEAAAQBAJ&printsec=frontcover&dq=fantasy&hl=&cd=163&source=gbs_api,http://books.google.co.in/books?id=FIGKEAAAQBAJ&dq=fantasy&hl=&source=gbs_api
J4XRxgEACAAJ,Fantasy Creatures Coloring Book,A Magnificent Collection Of Extraordinary Mythical Legendary Fantasy Creatures For Adult Inspiration And Relaxation,Jessica Parks,,2019-06-24,"ADULT COLORING BOOKS - FANTASY CREATURES COLORING BOOK A Magnificent Collection Of Extraordinary Mythical Legendary Fantasy Creatures For Adult Inspiration And Relaxation - Promotes Stress Relief Through Coloring / Art Characters Included: Basilisk, Centaur, Cerberus, Cyclops, Demon, Dryad, Dwarf, Elf, Fairy, Gargoyle, Giant, Gremlins, Gryphon, Harpy, Leviathan, Manticore, Mermaid, Necromancer, Pan Satyr, Pegasus, Phoenix, Shaman, Unicorn, Vampire, Werewolf, Witch, Zombie Bride, Gorgon, Goddess Kali, House Spirit, Inquisitor, Chimera, Sphinx, Angel, Magician, Mummy, Ghost, Anubis God, Ginn And Magic Lamp, Pumpkinhead, The Headless Horseman, Skeleton Pirate And The Flying Dutchman, Alien And UFO, Tooth Fairy, Laboratory Monster, Snowman / Yeti, Dragon, Kraken The Giant Octopus, Orc / Troll / Goblin, Viking / Sea King, Baron Samedi Paint with anything... Feel free to use colored pencils, pens or even markers. Frameable pages Each image is on its own page. You can easily separate it and display your finished artwork in a nice 8.5"" x 8.5"" frame. Makes for a great gift Send this gift of relaxation to a friend or loved one. It will make them smile, it will make you smile: ) Or buy two copies and enjoy coloring together! Get Your Copy Today - Buy Now & Start Coloring!",106.0,,,,en,1075951100,9781075951107,http://books.google.com/books/content?id=J4XRxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.in/books?id=J4XRxgEACAAJ&dq=fantasy&hl=&cd=164&source=gbs_api,http://books.google.co.in/books?id=J4XRxgEACAAJ&dq=fantasy&hl=&source=gbs_api
